No,crystal structure,Fe,Cr,Mn,Si,Co,Mo,Ni,C,Ti,N,B,P,S,Nb,Cu,Ta,Al,V,Mg,W,Zr,dr,tem,irrtype,disden,PreHe,dose
1,fcc,65.96,17.3,1.5,0.3,0.04,2.5,11.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,753.5,2,6.17E+14,0,18.5
2,fcc,66.23,17.3,1.5,0.3,0.04,2.5,11.4,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,753.5,2,6.17E+14,0,8.2
3,fcc,66.9,17.3,1.5,0.3,0.04,2.5,11.4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,753.5,2,6.17E+14,0,5.6
4,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,753.5,2,6.17E+14,0,4.2
5,fcc,66.51,17.3,1.5,0.3,0.04,2.5,11.4,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,753.5,2,6.17E+14,0,3.6
6,fcc,66.95,17.3,1.5,0.3,0.04,2.5,11.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,753.5,2,6.17E+14,0,4
7,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E-03,753.5,2,6.17E+14,0,8.2
8,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05E-03,753.5,2,6.17E+14,0,8.2
9,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82E-03,753.5,2,6.17E+14,0,8.2
10,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,848.5,2,2.94E+14,0,5.5
11,fcc,66.51,17.3,1.5,0.3,0.04,2.5,11.4,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,848.5,2,2.94E+14,0,6.38
12,fcc,66.23,17.3,1.5,0.3,0.04,2.5,11.4,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,848.5,2,2.94E+14,0,12.1
13,fcc,66.9,17.3,1.5,0.3,0.04,2.5,11.4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,848.5,2,2.94E+14,0,12.8
14,fcc,65.96,17.3,1.5,0.3,0.04,2.5,11.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,848.5,2,2.94E+14,0,17.6
15,fcc,66.95,17.3,1.5,0.3,0.04,2.5,11.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,883.5,2,2.33E+14,0,6.7
16,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,883.5,2,2.33E+14,0,7.9
17,fcc,66.8,17.3,1.5,0.3,0.04,2.5,11.4,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,883.5,2,2.33E+14,0,9.9
18,fcc,66.9,17.3,1.5,0.3,0.04,2.5,11.4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,883.5,2,2.33E+14,0,11.8
19,fcc,66.51,17.3,1.5,0.3,0.04,2.5,11.4,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,883.5,2,2.33E+14,0,13.5
20,fcc,65.96,17.3,1.5,0.3,0.04,2.5,11.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,883.5,2,2.33E+14,0,17.1
21,fcc,66.92,17.3,1.5,0.3,0.04,2.5,11.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-03,1013.5,2,1.13E+14,0,19.9
22,fcc,69.41,19.6,1.01,0.76,0,0.07,9.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54E-08,651.5,1,3.00E+14,0,3
23,fcc,70.2,19.5,0.82,0.92,0,0.02,8.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50E-08,651.5,1,3.00E+14,0,7
24,fcc,70.2,19.5,0.82,0.92,0,0.02,8.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-07,653.5,1,3.00E+14,0,9
25,fcc,70.2,19.5,0.82,0.92,0,0.02,8.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70E-07,652.5,1,3.00E+14,0,10
26,fcc,69,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70E-06,673.5,1,4.50E+14,0,27.1
27,fcc,69,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80E-07,673.5,1,3.80E+14,0,14.3
28,fcc,69,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-07,673.5,1,2.00E+14,0,11.4
29,fcc,69,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10E-07,673.5,1,1.50E+14,0,5.9
30,fcc,69,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-08,673.5,1,1.00E+14,0,0.6
31,fcc,69,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-08,673.5,1,5.00E+13,0,1.9
32,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-06,673.5,1,4.50E+14,0,28.3
33,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,7.80E-07,673.5,1,3.80E+14,0,15.9
34,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.40E-07,673.5,1,2.00E+14,0,11.5
35,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.10E-07,673.5,1,1.50E+14,0,6.2
36,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-08,673.5,1,1.00E+14,0,1.4
37,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-08,673.5,1,5.00E+13,0,0.6
38,fcc,68.75,15,0,0,0,0,16,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.90E-09,673.5,1,5.00E+13,0,0.2
39,fcc,66.7452,17.5,1.1,0.3,0,2.5,11.8,0.03,0,0.023,0.0018,0,0,0,0,0,0,0,0,0,0,2.00E-03,798.5,4,3.00E+14,0,4.8
40,fcc,66.7452,17.5,1.1,0.3,0,2.5,11.8,0.03,0,0.023,0.0018,0,0,0,0,0,0,0,0,0,0,2.00E-04,798.5,4,3.00E+14,0,4.8
41,fcc,66.7452,17.5,1.1,0.3,0,2.5,11.8,0.03,0,0.023,0.0018,0,0,0,0,0,0,0,0,0,0,2.00E-04,798.5,4,3.00E+14,0,4.8
42,fcc,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-04,798.5,4,3.00E+13,0,0.06
43,fcc,67.6985,16.5,1.14,0.35,0,1.44,11.8,0.11,0,0.024,0.0025,0.009,0.006,0.92,0,0,0,0,0,0,0,2.00E-04,873.5,4,1.80E+14,10,7.5
44,fcc,67.6985,16.5,1.14,0.35,0,1.44,11.8,0.11,0,0.024,0.0025,0.009,0.006,0.92,0,0,0,0,0,0,0,1.00E-03,873.5,3,1.80E+14,10,35
45,bcc,85,12.05,0.61,0.5,0.026,0.92,0.44,0.19,0,0,0,0,0,0,0.045,0.3,0,0,0,0,0,6.00E-02,773.5,3,1.80E+14,0,0
46,bcc,86.5,10.5,1.08,0.18,0.033,2.05,0.15,0.059,0,0,0,0,0,0,0.055,0.36,0,0,0,0,0,6.00E-02,823.5,3,1.80E+14,0,10
47,fcc,64.49,17.3,1.64,0.56,0,2.26,13.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,673.5,1,3.60E+15,0,65.4
48,fcc,64.49,17.3,1.64,0.56,0,2.26,13.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,923.5,1,3.60E+15,0,67.8
49,fcc,64.49,17.3,1.64,0.56,0,2.26,13.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,700.5,1,3.60E+15,0,67.2
50,fcc,64.49,17.3,1.64,0.56,0,2.26,13.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,866.5,1,3.60E+15,0,57.6
51,fcc,64.49,17.3,1.64,0.56,0,2.26,13.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,755.5,1,3.60E+15,0,50.3
52,fcc,64.49,17.3,1.64,0.56,0,2.26,13.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,727.5,1,3.60E+15,0,50.3
53,fcc,52.83,24.7,1.52,0.56,0,0.3,19.7,0.06,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1.00E-06,698.5,1,3.00E+14,0,53.6
54,fcc,42.71,20.8,0.91,0.45,0,0,33.7,0.07,0.44,0,0,0,0,0,0.54,0,0.38,0,0,0,0,1.00E-06,698.5,1,3.00E+14,0,56
55,fcc,55.56,14.2,1.22,0.54,0,1.21,24.6,0.05,2.2,0,0,0,0,0,0,0,0.17,0.25,0,0,0,1.00E-06,698.5,1,3.00E+14,0,59.2
56,fcc,8.03,15.8,0.24,0.21,0,0,74.89,0.08,0.25,0,0,0,0,0,0.32,0,0.18,0,0,0,0,1.00E-06,698.5,1,3.00E+14,0,60.8
57,fcc,52.83,24.7,1.52,0.56,0,0.3,19.7,0.06,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1.00E-06,813.5,1,3.00E+14,0,80
58,fcc,42.71,20.8,0.91,0.45,0,0,33.7,0.07,0.44,0,0,0,0,0,0.54,0,0.38,0,0,0,0,1.00E-06,813.5,1,3.00E+14,0,88
59,fcc,8.03,15.8,0.24,0.21,0,0,74.89,0.08,0.25,0,0,0,0,0,0.32,0,0.18,0,0,0,0,1.00E-06,813.5,1,3.00E+14,0,100
60,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,700.5,1,3.00E+14,0,55
61,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,755.5,1,3.00E+14,0,62
62,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,672.5,1,3.00E+14,0,65
63,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,783.3,1,3.00E+14,0,70
64,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,811.5,1,3.00E+14,0,100
65,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,923.5,1,3.00E+14,0,120
66,fcc,42.1,19,1.6,1.3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,866.5,1,3.00E+14,0,100
67,fcc,8.03,15.8,0.24,0.21,0,0,74.89,0.08,0.25,0,0,0,0,0,0.32,0,0.18,0,0,0,0,1.00E-06,700.5,1,3.00E+14,0,45
68,fcc,8.03,15.8,0.24,0.21,0,0,74.89,0.08,0.25,0,0,0,0,0,0.32,0,0.18,0,0,0,0,1.00E-06,755.5,1,3.00E+14,0,50
69,fcc,8.03,15.8,0.24,0.21,0,0,74.89,0.08,0.25,0,0,0,0,0,0.32,0,0.18,0,0,0,0,1.00E-06,700.5,1,3.60E+15,0,60
70,fcc,64.1585,17.5,0,0.51,0,2.35,13.8,0.0515,0,0,0,0,0,0,0,0,0,0,1.63,0,0,1.00E-06,811,1,3.60E+15,0,40
71,fcc,63.708,17.62,0,0.53,0,2.785,13.735,0.057,0,0,0,0,0,0,0,0,0,0,1.565,0,0,1.00E-06,811,1,3.60E+15,0,30
72,fcc,63.708,17.62,0,0.53,0,2.785,13.735,0.057,0,0,0,0,0,0,0,0,0,0,1.565,0,0,1.00E-06,786,1,3.60E+15,0,36
73,fcc,63.708,17.62,0,0.53,0,2.785,13.735,0.057,0,0,0,0,0,0,0,0,0,0,1.565,0,0,1.00E-06,861,1,3.60E+15,0,37
74,fcc,63.708,17.62,0,0.53,0,2.785,13.735,0.057,0,0,0,0,0,0,0,0,0,0,1.565,0,0,1.00E-06,761,1,3.60E+15,0,36.5
75,fcc,63.708,17.62,0,0.53,0,2.785,13.735,0.057,0,0,0,0,0,0,0,0,0,0,1.565,0,0,1.00E-06,736,1,3.60E+15,0,45
76,fcc,63.708,17.62,0,0.53,0,2.785,13.735,0.057,0,0,0,0,0,0,0,0,0,0,1.565,0,0,1.00E-06,711,1,3.60E+15,0,75
77,bcc,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,700,1,3.00E+14,0,20
78,bcc,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,700,1,3.00E+14,0,20
79,bcc,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,700,1,3.00E+14,0,18
80,bcc,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,673.5,1,3.00E+14,0,30
81,bcc,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,673.5,1,3.00E+14,0,35
82,bcc,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,755.5,1,3.00E+14,0,52
83,bcc,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,755.5,1,3.00E+14,0,32
84,bcc,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,755.5,1,3.00E+14,0,37
85,bcc,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,813.5,1,3.00E+14,0,86
86,bcc,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,813.5,1,3.00E+14,0,88
87,fcc,64.274,15.74,0.78,0.29,0,2.95,15.32,0.05,0,0.035,0.001,0.011,0.009,0.54,0,0,0,0,0,0,0,1.00E-06,609.5,1,1.80E+14,0,70
88,fcc,64.274,15.74,0.78,0.29,0,2.95,15.32,0.05,0,0.035,0.001,0.011,0.009,0.54,0,0,0,0,0,0,0,1.00E-06,638.5,1,3.60E+15,0,65
89,fcc,65.4628,16.5,1.78,0.51,0,2.5,13.12,0.07,0,0.029,0.0002,0.019,0.009,0,0,0,0,0,0,0,0,1.00E-06,923.5,1,1.80E+15,0,50
90,fcc,68.745,19,2,0.75,0,0,9.25,0.08,0,0.1,0,0.045,0.03,0,0,0,0,0,0,0,0,1.95E-03,823,2,1.80E+14,0,6
91,fcc,68.745,19,2,0.75,0,0,9.25,0.08,0,0.1,0,0.045,0.03,0,0,0,0,0,0,0,0,1.95E-03,773,2,1.80E+14,0,4.4
92,fcc,68.745,19,2,0.75,0,0,9.25,0.08,0,0.1,0,0.045,0.03,0,0,0,0,0,0,0,0,1.95E-03,873,2,1.80E+14,0,6.5
93,fcc,63.92,16.08,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,723.5,2,3.00E+14,0,2.1
94,fcc,63.92,16.08,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,0,3.6
95,fcc,63.92,16.08,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,823.5,2,3.00E+14,0,5.7
96,fcc,63.92,16.08,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,870.5,2,3.00E+14,0,5.7
97,fcc,58.92,16.06,0,0,0,0,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,643.5,2,3.00E+14,0,0
98,fcc,58.92,16.06,0,0,0,0,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,678.5,2,3.00E+14,0,2.3
99,fcc,58.92,16.06,0,0,0,0,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,723.5,2,3.00E+14,0,25.6
100,fcc,58.92,16.06,0,0,0,0,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,0,18.9
101,fcc,58.92,16.06,0,0,0,0,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,823.5,2,3.00E+14,0,30
102,fcc,38.97,16.03,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,0,90
103,fcc,9,16,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,0,105
104,fcc,63.92,16.08,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,70,0
105,fcc,58.92,16.06,0,0,0,0,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,70,0
106,fcc,38.97,16.03,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,70,0
107,fcc,9,16,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-03,773.5,2,3.00E+14,70,0
108,bcc,87.905,9,0.475,0.125,0,0,0,0.095,0.015,0.04,0,0,0,0,0,0.05,0,0.045,0,2.25,0,3.50E-04,733.3,3,3.00E+14,10,130
109,bcc,87.905,9,0.475,0.125,0,0,0,0.095,0.015,0.04,0,0,0,0,0,0.05,0,0.045,0,2.25,0,3.50E-04,733.3,3,3.00E+14,100,84
110,bcc,84.7,11.5,0.9,0.225,0,0,0,0.135,0,0.045,0,0,0,0,0,0.08,0,0.015,0,2.4,0,3.50E-04,733.3,3,3.00E+14,100,141
111,bcc,89.25,8.37,0.45,0.28,0,0.9,0.21,0.1,0,0.05,0,0,0,0,0.17,0,0,0.22,0,0,0,3.50E-04,733.3,3,3.00E+14,10,103
112,bcc,85.113,11.8,0.5,0.21,0,1.03,0.51,0.21,0.01,0.006,0,0.008,0.003,0,0,0,0.03,0.33,0,0.24,0,4.00E-04,713.5,3,3.30E+14,0,148
113,bcc,85.113,11.8,0.5,0.21,0,1.03,0.51,0.21,0.01,0.006,0,0.008,0.003,0,0,0,0.03,0.33,0,0.24,0,4.00E-04,713.5,3,3.30E+14,10,143
114,bcc,85.113,11.8,0.5,0.21,0,1.03,0.51,0.21,0.01,0.006,0,0.008,0.003,0,0,0,0.03,0.33,0,0.24,0,4.00E-04,713.5,3,3.30E+14,100,127
115,bcc,85.113,11.8,0.5,0.21,0,1.03,0.51,0.21,0.01,0.006,0,0.008,0.003,0,0,0,0.03,0.33,0,0.24,0,4.00E-04,733.5,3,4.60E+14,1,120
116,bcc,85.113,11.8,0.5,0.21,0,1.03,0.51,0.21,0.01,0.006,0,0.008,0.003,0,0,0,0.03,0.33,0,0.24,0,4.00E-04,733.5,3,4.60E+14,10,105
117,bcc,84.934,12.1,0.57,0.17,0,1.04,0.21,0.2,0,0.027,0,0.016,0.003,0,0,0,0,0.28,0,0.45,0,1.00E-03,773.5,3,3.30E+14,100,30
118,bcc,84.934,12.1,0.57,0.17,0,1.04,0.21,0.2,0,0.027,0,0.016,0.003,0,0,0,0,0.28,0,0.45,0,1.00E-03,773.5,3,3.30E+14,0,60
119,fcc,64.383,16.1,1.4,0.44,0.015,2.26,14.9,0.065,0.405,0.0095,0.0035,0.0145,0.0045,0,0,0,0,0,0,0,0,1.75E-06,698,1,3.00E+14,0,57.27
120,fcc,64.383,16.1,1.4,0.44,0.015,2.26,14.9,0.065,0.405,0.0095,0.0035,0.0145,0.0045,0,0,0,0,0,0,0,0,1.75E-06,708,1,3.00E+14,0,58.27
121,fcc,64.383,16.1,1.4,0.44,0.015,2.26,14.9,0.065,0.405,0.0095,0.0035,0.0145,0.0045,0,0,0,0,0,0,0,0,1.75E-06,718,1,3.00E+14,0,61
122,fcc,64.383,16.1,1.4,0.44,0.015,2.26,14.9,0.065,0.405,0.0095,0.0035,0.0145,0.0045,0,0,0,0,0,0,0,0,1.75E-06,728,1,3.00E+14,0,62
123,fcc,64.383,16.1,1.4,0.44,0.015,2.26,14.9,0.065,0.405,0.0095,0.0035,0.0145,0.0045,0,0,0,0,0,0,0,0,1.75E-06,738,1,3.00E+14,0,63.76
124,fcc,64.383,16.1,1.4,0.44,0.015,2.26,14.9,0.065,0.405,0.0095,0.0035,0.0145,0.0045,0,0,0,0,0,0,0,0,1.75E-06,748,1,3.00E+14,0,66.48
125,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,698,1,3.00E+14,0,47.13
126,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,708,1,3.00E+14,0,47.13
127,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,718,1,3.00E+14,0,47.33
128,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,728,1,3.00E+14,0,50.71
129,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,738,1,3.00E+14,0,52.71
130,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,748,1,3.00E+14,0,57.5
131,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,758,1,3.00E+14,0,58.51
132,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,768,1,3.00E+14,0,60.71
133,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,778,1,3.00E+14,0,65.5
134,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,788,1,3.00E+14,0,67.71
135,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,798,1,3.00E+14,0,70.71
136,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,808,1,3.00E+14,0,70.33
137,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,818,1,3.00E+14,0,75.91
138,fcc,64.607,16.3,1.5,0.45,0.007,2.165,14.35,0.065,0.355,0.012,0.002,0.012,0.005,0,0,0,0,0.17,0,0,0,1.30E-06,828,1,3.00E+14,0,76.63
139,bcc,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-06,693.5,1,3.00E+14,0,12
140,bcc,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-06,693.5,1,3.00E+14,0,5
141,bcc,86,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-06,693.5,1,3.00E+14,0,0
